6.39079e-05 -0.000498909 2.12693
0.000583024 -0.00346496 2.10772
0.00162389 -0.0101254 2.07979
0.00318651 -0.0201501 2.04604
0.00527087 -0.0294278 2.0084
0.00787699 -0.0436678 1.96696
0.0110049 -0.0577962 1.92492
0.0146545 -0.07314 1.87788
0.0188259 -0.0859465 1.83091
0.023519 -0.107324 1.78268
0.0287338 -0.125916 1.73402
0.0344705 -0.145438 1.68415
0.0407288 -0.165556 1.63404
0.047509 -0.186398 1.58344
0.0548108 -0.20786 1.53298
0.0626345 -0.230213 1.48251
0.0709798 -0.253081 1.43219
0.079847 -0.276108 1.38153
0.0892358 -0.299559 1.33134
0.0991465 -0.323416 1.28118
0.109579 -0.347597 1.23147
0.120533 -0.372012 1.18244
0.132009 -0.396672 1.13377
0.144006 -0.421826 1.08543
0.156526 -0.446826 1.03759
0.169567 -0.471847 0.990254
0.18313 -0.496946 0.943471
0.197215 -0.522172 0.897219
0.211821 -0.547462 0.851498
0.226949 -0.572766 0.806408
0.242599 -0.598031 0.761843
0.258771 -0.623248 0.717889
0.275464 -0.648389 0.674764
0.292679 -0.673706 0.632233
0.310416 -0.698977 0.590232
0.328675 -0.723505 0.548844
0.347455 -0.748148 0.508093
0.366757 -0.772497 0.467959
0.386581 -0.796721 0.42845
0.406927 -0.820674 0.389567
0.427794 -0.844543 0.3513
0.449183 -0.868177 0.313665
0.471094 -0.891574 0.276583
0.493527 -0.914717 0.24013
0.516481 -0.937591 0.204275
0.539957 -0.960197 0.169012
0.563955 -0.982506 0.134319
0.588475 -1.00452 0.10031
0.613516 -1.02623 0.0668291
0.639079 -1.04762 0.0339411
0.704585 -1.09949 -0.0448928
0.773286 -1.14917 -0.120474
0.845182 -1.1963 -0.192874
0.920274 -1.24111 -0.262165
0.998562 -1.28399 -0.328465
1.08004 -1.32458 -0.391894
1.16472 -1.36287 -0.452608
1.2526 -1.39884 -0.510655
1.34366 -1.43251 -0.56618
1.43793 -1.46388 -0.619351
1.53539 -1.49305 -0.67018
1.63604 -1.52003 -0.718725
1.73989 -1.54492 -0.764994
1.84694 -1.56767 -0.809409
1.95718 -1.58779 -0.851884
2.07062 -1.6061 -0.892467
2.18725 -1.62216 -0.931222
2.30708 -1.63644 -0.968273
2.4301 -1.64895 -1.00371
2.55632 -1.65964 -1.03757
2.68573 -1.66858 -1.0699
2.81834 -1.67585 -1.10078
2.95414 -1.6815 -1.13024
3.09314 -1.68561 -1.15835
3.23534 -1.68824 -1.18517
3.38073 -1.68947 -1.21071
3.52932 -1.68936 -1.23503
3.6811 -1.68798 -1.25817
3.83607 -1.6854 -1.28016
3.99425 -1.68169 -1.30104
4.15561 -1.6769 -1.32089
4.32018 -1.67109 -1.33967
4.48794 -1.66434 -1.35748
4.65889 -1.6567 -1.37428
4.83304 -1.64822 -1.39012
5.01038 -1.63897 -1.40505
5.19092 -1.629 -1.41908
5.37466 -1.61836 -1.4322
5.56159 -1.60711 -1.44452
5.75171 -1.59528 -1.45604
5.94504 -1.58293 -1.46674
6.34821 -1.55638 -1.48613
6.76461 -1.5282 -1.50248
7.19423 -1.49871 -1.51597
7.63708 -1.4682 -1.52675
8.09316 -1.43693 -1.53498
9.54075 -1.34077 -1.54578
10.0497 -1.30854 -1.54521
10.5719 -1.27647 -1.54278
11.1074 -1.24467 -1.53861
11.656 -1.21325 -1.53282
12.2179 -1.1823 -1.52551
12.793 -1.15189 -1.5168
13.3814 -1.12208 -1.50679
13.9829 -1.09291 -1.49559
14.5977 -1.06443 -1.48328
15.2257 -1.03667 -1.46997
15.867 -1.00964 -1.45574
16.5215 -0.983368 -1.44068
17.1892 -0.957857 -1.42486
17.8701 -0.933111 -1.40837
18.5642 -0.909131 -1.39126
19.2716 -0.885911 -1.37362
19.9922 -0.863445 -1.3555
20.726 -0.841721 -1.33696
21.4731 -0.820727 -1.31807
22.2334 -0.80045 -1.29886
23.0069 -0.780873 -1.27941
24.5662 -0.744352 -1.24058
32.6713 -0.602411 -1.05373
41.93 -0.501177 -0.877298
52.3422 -0.427696 -0.721148
63.9079 -0.372785 -0.587817
