6.39079e-05 -0.000456079 0.0143785
0.000583024 -0.00235563 0.00990404
0.00162389 -0.00442066 0.00593152
0.00318651 -0.00628092 0.00275263
0.00527087 -0.00790598 0.000320018
0.00787699 -0.00934661 -0.00146317
0.0110049 -0.0106372 -0.00269362
0.0146545 -0.011819 -0.00346414
0.0188259 -0.0129116 -0.00385158
0.023519 -0.01392 -0.0039247
0.0287338 -0.0148588 -0.00374099
0.0344705 -0.0157333 -0.00334752
0.0407288 -0.0165469 -0.00278408
0.047509 -0.0173031 -0.00208307
0.0548108 -0.0180042 -0.00127453
0.0626345 -0.0186522 -0.000382373
0.0709798 -0.0192487 0.000571327
0.079847 -0.0197943 0.00156756
0.0892358 -0.0202899 0.0025898
0.0991465 -0.0207359 0.00362337
0.109579 -0.0211328 0.00465543
0.120533 -0.0214809 0.00567482
0.132009 -0.0217809 0.00667202
0.144006 -0.0220336 0.00763903
0.156526 -0.02224 0.00856925
0.169567 -0.0224014 0.00945746
0.18313 -0.0225194 0.0102996
0.197215 -0.0225956 0.0110926
0.211821 -0.022632 0.0118345
0.226949 -0.0226306 0.0125242
0.242599 -0.0225937 0.0131611
0.258771 -0.0225235 0.0137454
0.275464 -0.0224224 0.0142777
0.292679 -0.0222927 0.0147591
0.310416 -0.0221366 0.0151911
0.328675 -0.0219565 0.0155752
0.347455 -0.0217545 0.0159133
0.366757 -0.0215328 0.0162075
0.386581 -0.0212934 0.0164599
0.406927 -0.0210382 0.0166726
0.427794 -0.0207692 0.0168479
0.449183 -0.020488 0.0169879
0.471094 -0.0201964 0.017095
0.493527 -0.0198958 0.0171712
0.516481 -0.0195877 0.0172187
0.539957 -0.0192733 0.0172394
0.563955 -0.018954 0.0172355
0.588475 -0.0186308 0.0172087
0.613516 -0.0183049 0.017161
0.639079 -0.0179771 0.017094
0.704585 -0.0171633 0.0168557
0.773286 -0.0163545 0.0165321
0.845182 -0.0155592 0.0161426
0.920274 -0.0147841 0.015704
0.998562 -0.0140338 0.0152301
1.08004 -0.0133118 0.0147324
1.16472 -0.01262 0.0142206
1.2526 -0.0119598 0.0137022
1.34366 -0.0113316 0.0131834
1.43793 -0.0107354 0.0126691
1.53539 -0.0101708 0.0121632
1.63604 -0.00963684 0.0116684
1.73989 -0.00913265 0.0111871
1.84694 -0.00865702 0.0107206
1.95718 -0.00820869 0.0102702
2.07062 -0.00778635 0.00983648
2.18725 -0.00738866 0.00941977
2.30708 -0.00701429 0.00902019
2.4301 -0.00666191 0.00863767
2.55632 -0.00633025 0.00827194
2.68573 -0.00601808 0.00792264
2.81834 -0.0057242 0.00758933
2.95414 -0.0054475 0.00727149
3.09314 -0.0051869 0.00696857
3.23534 -0.00494139 0.00667999
3.38073 -0.00471002 0.00640516
3.52932 -0.00449188 0.00614347
3.6811 -0.00428614 0.00589432
3.83607 -0.00409201 0.00565715
3.99425 -0.00390875 0.00543135
4.15561 -0.00373566 0.00521638
4.32018 -0.00357211 0.0050117
4.48794 -0.00341751 0.00481679
4.65889 -0.00327126 0.00463117
4.83304 -0.00313286 0.0044543
5.01038 -0.00300181 0.00428577
5.19092 -0.00287767 0.00412513
5.37466 -0.00276 0.00397195
5.56159 -0.00264841 0.00382589
5.75171 -0.00254254 0.00368655
5.94504 -0.00244203 0.00355358
6.34821 -0.0022528 0.00330135
6.76461 -0.00208204 0.00307153
7.19423 -0.00192763 0.00286184
7.63708 -0.00178771 0.00267023
8.09316 -0.00166068 0.00249488
8.56247 -0.00154511 0.00233417
9.04499 -0.00143979 0.00218665
9.54075 -0.00134362 0.00205104
10.0497 -0.00125565 0.0019262
10.5719 -0.00117505 0.0018111
11.1074 -0.00110107 0.00170485
11.656 -0.00103306 0.00160662
12.2179 -0.00097044 0.00151569
12.793 -0.000912696 0.00143141
13.3814 -0.000859368 0.00135319
13.9829 -0.000810049 0.0012805
14.5977 -0.000764374 0.00121287
15.2257 -0.000722017 0.00114987
15.867 -0.000682687 0.00109112
16.5215 -0.00064612 0.00103627
17.1892 -0.000612083 0.00098501
17.8701 -0.000580359 0.00093704
18.5642 -0.000550761 0.000892119
19.2716 -0.000523113 0.000850004
19.9922 -0.000497261 0.000810481
20.726 -0.000473061 0.000773356
21.4731 -0.000450386 0.00073845
22.2334 -0.000429118 0.000705602
23.0069 -0.00040915 0.000674662
24.5662 -0.00037332 0.000618886
32.6713 -0.000249627 0.000423395
41.93 -0.000174666 0.000302081
52.3422 -0.000126716 0.000222907
63.9079 -9.46792e-05 0.000169075
