6.39079e-05 0.00789295 -0.191846
0.000583024 0.0467629 -0.101925
0.00162389 0.0904076 -0.0213504
0.00318651 0.131181 0.0422953
0.00527087 0.167626 0.0894045
0.00787699 0.19997 0.121866
0.0110049 0.228487 0.141853
0.0146545 0.253557 0.151471
0.0188259 0.275501 0.152634
0.023519 0.29456 0.147001
0.0287338 0.310942 0.136004
0.0344705 0.324827 0.120863
0.0407288 0.336371 0.102626
0.047509 0.345707 0.0821883
0.0548108 0.352962 0.06031
0.0626345 0.358232 0.0376491
0.0709798 0.361617 0.0147592
0.079847 0.363201 -0.00788852
0.0892358 0.363063 -0.0298863
0.0991465 0.361301 -0.0509025
0.109579 0.357993 -0.0706747
0.120533 0.353219 -0.0889944
0.132009 0.347077 -0.105704
0.144006 0.33966 -0.120697
0.156526 0.331069 -0.133906
0.169567 0.321403 -0.145301
0.18313 0.310768 -0.154883
0.197215 0.299269 -0.162677
0.211821 0.287009 -0.16873
0.226949 0.27409 -0.173109
0.242599 0.260609 -0.175894
0.258771 0.246656 -0.177164
0.275464 0.232325 -0.177012
0.292679 0.21771 -0.175538
0.310416 0.20288 -0.172864
0.328675 0.187915 -0.16906
0.347455 0.172873 -0.164238
0.366757 0.157821 -0.158496
0.386581 0.142816 -0.151929
0.406927 0.127909 -0.14463
0.427794 0.113148 -0.136682
0.449183 0.0985696 -0.128176
0.471094 0.0842126 -0.119182
0.493527 0.0701085 -0.109779
0.516481 0.0562827 -0.100033
0.539957 0.0427594 -0.0900126
0.563955 0.0295593 -0.079774
0.588475 0.0166987 -0.0693727
0.613516 0.00419129 -0.0588585
0.639079 -0.00795247 -0.0482781
0.704585 -0.0363935 -0.0220676
0.773286 -0.062494 0.00376722
0.845182 -0.0862489 0.0288185
0.920274 -0.107716 0.0527856
0.998562 -0.12697 0.0754575
1.08004 -0.144121 0.0966973
1.16472 -0.159292 0.116425
1.2526 -0.172617 0.134607
1.34366 -0.184231 0.151246
1.43793 -0.194268 0.166371
1.53539 -0.202863 0.18003
1.63604 -0.210142 0.192286
1.73989 -0.216225 0.20321
1.84694 -0.221226 0.212878
1.95718 -0.225252 0.221371
2.07062 -0.228399 0.228769
2.18725 -0.230759 0.235152
2.30708 -0.232414 0.240598
2.4301 -0.23344 0.245181
2.55632 -0.233907 0.248972
2.68573 -0.233877 0.25204
2.81834 -0.233407 0.254446
2.95414 -0.23255 0.256252
3.09314 -0.231351 0.257511
3.23534 -0.229852 0.258276
3.38073 -0.228093 0.258593
3.52932 -0.226106 0.258508
3.6811 -0.223922 0.258059
3.83607 -0.22157 0.257285
3.99425 -0.219073 0.256219
4.15561 -0.216454 0.254892
4.32018 -0.213733 0.253334
4.48794 -0.210927 0.25157
4.65889 -0.208052 0.249625
4.83304 -0.205122 0.247519
5.01038 -0.20215 0.245273
5.19092 -0.199147 0.242904
5.37466 -0.196122 0.24043
5.56159 -0.193086 0.237865
5.75171 -0.190045 0.235222
5.94504 -0.187006 0.232514
6.34821 -0.180856 0.226848
6.76461 -0.174783 0.221037
7.19423 -0.168819 0.215147
7.63708 -0.162988 0.209231
8.09316 -0.157309 0.203331
8.56247 -0.151792 0.197482
9.04499 -0.146448 0.191711
9.54075 -0.141279 0.186039
10.0497 -0.13629 0.180481
10.5719 -0.13148 0.175051
11.1074 -0.126847 0.169756
11.656 -0.122389 0.164604
12.2179 -0.118104 0.159599
12.793 -0.113985 0.154742
13.3814 -0.11003 0.150035
13.9829 -0.106232 0.145478
14.5977 -0.102586 0.141068
15.2257 -0.0990882 0.136804
15.867 -0.0957314 0.132683
16.5215 -0.0925105 0.128703
17.1892 -0.0894203 0.12486
17.8701 -0.0864553 0.12115
18.5642 -0.0836103 0.11757
19.2716 -0.0808803 0.114115
19.9922 -0.0782604 0.110781
20.726 -0.0757454 0.107565
21.4731 -0.0733311 0.104462
22.2334 -0.0710127 0.101469
23.0069 -0.0687865 0.0985824
24.5662 -0.0646619 0.0931981
32.6713 -0.0488821 0.0721678
41.93 -0.0377633 0.056896
52.3422 -0.029743 0.0456102
63.9079 -0.0238299 0.0371161
